username,password,firstname,lastname,email,auth,city,country,timezone,lang,institution,department,idnumber,phone1,phone2,address,profile_field_parent_type,profile_field_parent_occupation,profile_field_parent_qualification,profile_field_parent_annual_income,profile_field_preferred_language,profile_field_consent_student_data,profile_field_aadhaar_last4,profile_field_aadhaar_masked,profile_field_aadhaar_consent
dps.par.00188,DronaParent2026!,Thakkar,Parent,dps.par.00188@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00188,+91-9500000188,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00189,DronaParent2026!,Prajapati,Parent,dps.par.00189@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00189,+91-9500000189,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00190,DronaParent2026!,Chauhan,Guardian,dps.par.00190@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00190,+91-9500000190,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00191,DronaParent2026!,Vyas,Parent,dps.par.00191@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00191,+91-9500000191,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00192,DronaParent2026!,Dave,Parent,dps.par.00192@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00192,+91-9500000192,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00193,DronaParent2026!,Bhatt,Parent,dps.par.00193@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00193,+91-9500000193,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00194,DronaParent2026!,Panchal,Parent,dps.par.00194@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00194,+91-9500000194,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00195,DronaParent2026!,Makwana,Parent,dps.par.00195@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00195,+91-9500000195,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00196,DronaParent2026!,Jadeja,Parent,dps.par.00196@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00196,+91-9500000196,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00197,DronaParent2026!,Gohil,Parent,dps.par.00197@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00197,+91-9500000197,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00198,DronaParent2026!,Barot,Parent,dps.par.00198@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00198,+91-9500000198,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00199,DronaParent2026!,Patel,Guardian,dps.par.00199@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00199,+91-9500000199,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00200,DronaParent2026!,Desai,Parent,dps.par.00200@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00200,+91-9500000200,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00201,DronaParent2026!,Mehta,Parent,dps.par.00201@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00201,+91-9500000201,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00202,DronaParent2026!,Joshi,Parent,dps.par.00202@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00202,+91-9500000202,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00203,DronaParent2026!,Trivedi,Parent,dps.par.00203@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00203,+91-9500000203,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00204,DronaParent2026!,Parmar,Parent,dps.par.00204@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00204,+91-9500000204,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00205,DronaParent2026!,Solanki,Parent,dps.par.00205@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00205,+91-9500000205,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00206,DronaParent2026!,Thakkar,Parent,dps.par.00206@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00206,+91-9500000206,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00207,DronaParent2026!,Prajapati,Parent,dps.par.00207@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00207,+91-9500000207,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00208,DronaParent2026!,Chauhan,Guardian,dps.par.00208@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00208,+91-9500000208,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00209,DronaParent2026!,Vyas,Parent,dps.par.00209@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00209,+91-9500000209,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00210,DronaParent2026!,Dave,Parent,dps.par.00210@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00210,+91-9500000210,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00211,DronaParent2026!,Bhatt,Parent,dps.par.00211@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00211,+91-9500000211,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00212,DronaParent2026!,Panchal,Parent,dps.par.00212@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00212,+91-9500000212,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00213,DronaParent2026!,Makwana,Parent,dps.par.00213@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00213,+91-9500000213,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00214,DronaParent2026!,Jadeja,Parent,dps.par.00214@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00214,+91-9500000214,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00215,DronaParent2026!,Gohil,Parent,dps.par.00215@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00215,+91-9500000215,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00216,DronaParent2026!,Barot,Parent,dps.par.00216@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00216,+91-9500000216,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00217,DronaParent2026!,Patel,Guardian,dps.par.00217@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00217,+91-9500000217,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00218,DronaParent2026!,Desai,Parent,dps.par.00218@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00218,+91-9500000218,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00219,DronaParent2026!,Mehta,Parent,dps.par.00219@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00219,+91-9500000219,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00220,DronaParent2026!,Joshi,Parent,dps.par.00220@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00220,+91-9500000220,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00221,DronaParent2026!,Trivedi,Parent,dps.par.00221@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00221,+91-9500000221,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00222,DronaParent2026!,Parmar,Parent,dps.par.00222@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00222,+91-9500000222,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00223,DronaParent2026!,Solanki,Parent,dps.par.00223@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00223,+91-9500000223,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00224,DronaParent2026!,Thakkar,Parent,dps.par.00224@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00224,+91-9500000224,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00225,DronaParent2026!,Prajapati,Parent,dps.par.00225@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00225,+91-9500000225,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00226,DronaParent2026!,Chauhan,Guardian,dps.par.00226@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00226,+91-9500000226,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00227,DronaParent2026!,Vyas,Parent,dps.par.00227@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00227,+91-9500000227,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00228,DronaParent2026!,Dave,Parent,dps.par.00228@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00228,+91-9500000228,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00229,DronaParent2026!,Bhatt,Parent,dps.par.00229@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00229,+91-9500000229,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00230,DronaParent2026!,Panchal,Parent,dps.par.00230@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00230,+91-9500000230,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00231,DronaParent2026!,Makwana,Parent,dps.par.00231@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00231,+91-9500000231,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00232,DronaParent2026!,Jadeja,Parent,dps.par.00232@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00232,+91-9500000232,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00233,DronaParent2026!,Gohil,Parent,dps.par.00233@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00233,+91-9500000233,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00234,DronaParent2026!,Barot,Parent,dps.par.00234@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00234,+91-9500000234,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00235,DronaParent2026!,Patel,Guardian,dps.par.00235@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00235,+91-9500000235,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00236,DronaParent2026!,Desai,Parent,dps.par.00236@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00236,+91-9500000236,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00237,DronaParent2026!,Mehta,Parent,dps.par.00237@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00237,+91-9500000237,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00238,DronaParent2026!,Joshi,Parent,dps.par.00238@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00238,+91-9500000238,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00239,DronaParent2026!,Trivedi,Parent,dps.par.00239@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00239,+91-9500000239,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00240,DronaParent2026!,Parmar,Parent,dps.par.00240@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00240,+91-9500000240,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00241,DronaParent2026!,Solanki,Parent,dps.par.00241@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00241,+91-9500000241,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00242,DronaParent2026!,Thakkar,Parent,dps.par.00242@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00242,+91-9500000242,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00243,DronaParent2026!,Prajapati,Parent,dps.par.00243@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00243,+91-9500000243,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00244,DronaParent2026!,Chauhan,Guardian,dps.par.00244@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00244,+91-9500000244,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00245,DronaParent2026!,Vyas,Parent,dps.par.00245@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00245,+91-9500000245,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00246,DronaParent2026!,Dave,Parent,dps.par.00246@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00246,+91-9500000246,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00247,DronaParent2026!,Bhatt,Parent,dps.par.00247@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00247,+91-9500000247,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00248,DronaParent2026!,Panchal,Parent,dps.par.00248@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00248,+91-9500000248,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00249,DronaParent2026!,Makwana,Parent,dps.par.00249@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00249,+91-9500000249,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00250,DronaParent2026!,Jadeja,Parent,dps.par.00250@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00250,+91-9500000250,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00251,DronaParent2026!,Gohil,Parent,dps.par.00251@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00251,+91-9500000251,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00252,DronaParent2026!,Barot,Parent,dps.par.00252@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00252,+91-9500000252,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00253,DronaParent2026!,Patel,Guardian,dps.par.00253@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00253,+91-9500000253,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00254,DronaParent2026!,Desai,Parent,dps.par.00254@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00254,+91-9500000254,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00255,DronaParent2026!,Mehta,Parent,dps.par.00255@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00255,+91-9500000255,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00256,DronaParent2026!,Joshi,Parent,dps.par.00256@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00256,+91-9500000256,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00257,DronaParent2026!,Trivedi,Parent,dps.par.00257@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00257,+91-9500000257,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00258,DronaParent2026!,Parmar,Parent,dps.par.00258@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00258,+91-9500000258,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00259,DronaParent2026!,Solanki,Parent,dps.par.00259@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00259,+91-9500000259,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00260,DronaParent2026!,Thakkar,Parent,dps.par.00260@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00260,+91-9500000260,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00261,DronaParent2026!,Prajapati,Parent,dps.par.00261@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00261,+91-9500000261,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00262,DronaParent2026!,Chauhan,Guardian,dps.par.00262@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00262,+91-9500000262,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00263,DronaParent2026!,Vyas,Parent,dps.par.00263@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00263,+91-9500000263,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00264,DronaParent2026!,Dave,Parent,dps.par.00264@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00264,+91-9500000264,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00265,DronaParent2026!,Bhatt,Parent,dps.par.00265@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00265,+91-9500000265,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00266,DronaParent2026!,Panchal,Parent,dps.par.00266@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00266,+91-9500000266,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00267,DronaParent2026!,Makwana,Parent,dps.par.00267@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00267,+91-9500000267,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00268,DronaParent2026!,Jadeja,Parent,dps.par.00268@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00268,+91-9500000268,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00269,DronaParent2026!,Gohil,Parent,dps.par.00269@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00269,+91-9500000269,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00270,DronaParent2026!,Barot,Parent,dps.par.00270@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00270,+91-9500000270,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00271,DronaParent2026!,Patel,Guardian,dps.par.00271@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00271,+91-9500000271,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00272,DronaParent2026!,Desai,Parent,dps.par.00272@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00272,+91-9500000272,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00273,DronaParent2026!,Mehta,Parent,dps.par.00273@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00273,+91-9500000273,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00274,DronaParent2026!,Joshi,Parent,dps.par.00274@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00274,+91-9500000274,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00275,DronaParent2026!,Trivedi,Parent,dps.par.00275@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00275,+91-9500000275,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00276,DronaParent2026!,Parmar,Parent,dps.par.00276@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00276,+91-9500000276,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00277,DronaParent2026!,Solanki,Parent,dps.par.00277@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00277,+91-9500000277,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00278,DronaParent2026!,Thakkar,Parent,dps.par.00278@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00278,+91-9500000278,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00279,DronaParent2026!,Prajapati,Parent,dps.par.00279@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00279,+91-9500000279,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
dps.par.00280,DronaParent2026!,Chauhan,Guardian,dps.par.00280@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00280,+91-9500000280,,"Ahmedabad, Gujarat",Guardian,Service,Graduate,,Gujarati,1,,,0
dps.par.00281,DronaParent2026!,Vyas,Parent,dps.par.00281@parents.dronapublicschool.example,manual,Ahmedabad,IN,Asia/Kolkata,en,Drona Public School,Parents,DPS-PAR-00281,+91-9500000281,,"Ahmedabad, Gujarat",Father/Mother,Service,Graduate,,Gujarati,1,,,0
